source,source_id,review_id,review_title,doi,file_id,file_name,file_size,download_url,format,license,license_url,parse_status,download_status,sha256,normalized_rows,test_groups
OSF,9kdc2,OSF:9kdc2,Diagnostic Performance of Artificial Intelligence Models Using Complete Blood Count Parameters for Anemia Diagnosis and Classification: A Systematic Review and Diagnostic Accuracy Meta-Analysis,10.17605/osf.io/9kdc2,6a5a976d17e419e789d14549,File S7_De-identified dataset.csv,5873,https://osf.io/download/6a5a976d17e419e789d14549/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,parsed,200,96e8c31b2770d7f9adb23d6cace2c95bd1776a419d6612db3e5d4be98c6a7984,30,1
OSF,9kdc2,OSF:9kdc2,Diagnostic Performance of Artificial Intelligence Models Using Complete Blood Count Parameters for Anemia Diagnosis and Classification: A Systematic Review and Diagnostic Accuracy Meta-Analysis,10.17605/osf.io/9kdc2,6a5a976d8c36707ba4d14410,Supplementary_Materials_Index.docx,20546,https://osf.io/download/6a5a976d8c36707ba4d14410/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,05e1b4d32f0cd3a153da50825ff5ab3f8954140cf038431033b385e0b5cd86da,0,0
OSF,9kdc2,OSF:9kdc2,Diagnostic Performance of Artificial Intelligence Models Using Complete Blood Count Parameters for Anemia Diagnosis and Classification: A Systematic Review and Diagnostic Accuracy Meta-Analysis,10.17605/osf.io/9kdc2,6a5a977817e419e789d14555,Supplementary Figures.docx,17430973,https://osf.io/download/6a5a977817e419e789d14555/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,81cf72392dce60be61ba29073a1adee1b848d54e2344e12abc20a3e1f09fb480,0,0
OSF,9knf6,OSF:9knf6,Indirect Estimation of the First Ventilatory Threshold in Beta-Blocked Cardiac Patients: A Diagnostic Accuracy Study,10.17605/osf.io/9knf6,6a74390b1108fcb8315c8f5a,Graphical abstract Indirect Estimation of the First Ventilatory Threshold in Beta-Blocked Cardiac Patients.pdf,173524,https://osf.io/download/5hsb8/,pdf,CC-BY Attribution-NonCommercial 4.0 International,https://creativecommons.org/licenses/by-nc/4.0/legalcode,unsupported_format,,,,
OSF,9knf6,OSF:9knf6,Indirect Estimation of the First Ventilatory Threshold in Beta-Blocked Cardiac Patients: A Diagnostic Accuracy Study,10.17605/osf.io/9knf6,6a7ad48abfbdc1459d12d2d5,"Chemineau et al., 2026 - Indirect Estimation of the First Ventilatory Threshold in Beta-Blocked Cardiac Patients A Diagnostic Accuracy Study.pdf",804743,https://osf.io/download/fp8ur/,pdf,CC-BY Attribution-NonCommercial 4.0 International,https://creativecommons.org/licenses/by-nc/4.0/legalcode,unsupported_format,,,,
OSF,9knf6,OSF:9knf6,Indirect Estimation of the First Ventilatory Threshold in Beta-Blocked Cardiac Patients: A Diagnostic Accuracy Study,10.17605/osf.io/9knf6,6a54a650922660ea2784ba69,Code CCC + graph (1).R,6022,https://osf.io/download/6a54a650922660ea2784ba69/,r,CC-BY Attribution-NonCommercial 4.0 International,https://creativecommons.org/licenses/by-nc/4.0/legalcode,unsupported_format,,,,
OSF,9knf6,OSF:9knf6,Indirect Estimation of the First Ventilatory Threshold in Beta-Blocked Cardiac Patients: A Diagnostic Accuracy Study,10.17605/osf.io/9knf6,6a54a650d58d9fc77eacbe5d,Data_anovcsv.csv,862,https://osf.io/download/6a54a650d58d9fc77eacbe5d/,csv,CC-BY Attribution-NonCommercial 4.0 International,https://creativecommons.org/licenses/by-nc/4.0/legalcode,required_columns_not_found,200,d88f11e779d505d820e6b996df30dcb58c8ad3f8c369a6cae4f4743ee6311c1f,0,0
OSF,9knf6,OSF:9knf6,Indirect Estimation of the First Ventilatory Threshold in Beta-Blocked Cardiac Patients: A Diagnostic Accuracy Study,10.17605/osf.io/9knf6,6a54a65077e90dfdfe7afaac,Code R Bland Altman Martin.R,20301,https://osf.io/download/6a54a65077e90dfdfe7afaac/,r,CC-BY Attribution-NonCommercial 4.0 International,https://creativecommons.org/licenses/by-nc/4.0/legalcode,unsupported_format,,,,
OSF,9knf6,OSF:9knf6,Indirect Estimation of the First Ventilatory Threshold in Beta-Blocked Cardiac Patients: A Diagnostic Accuracy Study,10.17605/osf.io/9knf6,6a54a65096bb8947d7de6cf0,Data_paper.xlsx,33395,https://osf.io/download/6a54a65096bb8947d7de6cf0/,xlsx,CC-BY Attribution-NonCommercial 4.0 International,https://creativecommons.org/licenses/by-nc/4.0/legalcode,required_columns_not_found,200,1d0da99f22b2e70bf4105586da0990de2610d3a349af0edb6aa3d7671fd84ff3,0,0
OSF,9msrb,OSF:9msrb,Thoracoscopy versus closed pleural biopsy with Cope needle in undiagnosed exudative pleural effusions: systematic review,10.17605/osf.io/9msrb,69f26e3aae8ca3feb04bd943,Systematic_Review_Protocol_final 2.pdf,124435,https://osf.io/download/ew4an/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,9rfek,OSF:9rfek,A scoping review on adenomyosis and artificial intelligence,10.17605/osf.io/9rfek,6792b53196332219efa4962f,Protocol.docx,18419,https://osf.io/download/b75vw/,docx,GNU Lesser General Public License (LGPL) 2.1,http://www.gnu.org/licenses/lgpl-2.1.txt,required_columns_not_found,200,f6f7e002bbd026a1d6362c303c2c62ee1444fadb887495ace79b50292b69ca34,0,0
OSF,9s2nj,OSF:9s2nj,Evaluating the Diagnostic Accuracy of Open-Source Language Models for Title and Abstract Screening in Health Sciences Databases: A Methodological Study Protocol (STARD-AI Item 1),10.17605/osf.io/9s2nj,69fe492881fca4cc26d0ee1f,Protocol-v3.pdf,191323,https://osf.io/download/cedy8/,pdf,,,unsupported_format,,,,
OSF,9vzh3,OSF:9vzh3,A mobile-health smartphone application shows high diagnostic accuracy for malignant skin lesions in a Latin American population: a prospective diagnostic accuracy study,10.17605/osf.io/9vzh3,6a18e52ebca112f88a237e83,Ethics Committee approval - Spanish Version.pdf,171856,https://osf.io/download/6a18e52ebca112f88a237e83/,pdf,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,9vzh3,OSF:9vzh3,A mobile-health smartphone application shows high diagnostic accuracy for malignant skin lesions in a Latin American population: a prospective diagnostic accuracy study,10.17605/osf.io/9vzh3,6a18e52ebca112f88a237e84,Research Protocol - Spanish Version.pdf,522456,https://osf.io/download/6a18e52ebca112f88a237e84/,pdf,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,a26kq,OSF:a26kq,Artificial Intelligence Applied to Endoscopic and Laryngoscopic Imaging for the Detection of Head and Neck Cancer: A Systematic Review,10.17605/osf.io/a26kq,6a51e9096ceae936423b2e4f,OSF_registration.md,8985,https://osf.io/download/6a51e9096ceae936423b2e4f/,md,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,a26kq,OSF:a26kq,Artificial Intelligence Applied to Endoscopic and Laryngoscopic Imaging for the Detection of Head and Neck Cancer: A Systematic Review,10.17605/osf.io/a26kq,6a51e9096ceae936423b2e50,PRISMA_2020_checklist.md,9374,https://osf.io/download/6a51e9096ceae936423b2e50/,md,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,a26kq,OSF:a26kq,Artificial Intelligence Applied to Endoscopic and Laryngoscopic Imaging for the Detection of Head and Neck Cancer: A Systematic Review,10.17605/osf.io/a26kq,6a51e9096ceae936423b2e51,01_search_strategy.md,3470,https://osf.io/download/6a51e9096ceae936423b2e51/,md,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,a26kq,OSF:a26kq,Artificial Intelligence Applied to Endoscopic and Laryngoscopic Imaging for the Detection of Head and Neck Cancer: A Systematic Review,10.17605/osf.io/a26kq,6a51e9096ceae936423b2e52,02_search_run.json,6839,https://osf.io/download/6a51e9096ceae936423b2e52/,json,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,no_table_with_required_columns,200,45e685c571e189b8ad1623e57de1d1f19e1ad5539df72b7c936aebbe5b7243ef,0,0
OSF,a26kq,OSF:a26kq,Artificial Intelligence Applied to Endoscopic and Laryngoscopic Imaging for the Detection of Head and Neck Cancer: A Systematic Review,10.17605/osf.io/a26kq,6a51e9096ceae936423b2e53,included_studies_full.csv,107277,https://osf.io/download/6a51e9096ceae936423b2e53/,csv,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,required_columns_not_found,200,7f2cc8c6ec34877d79a28ddc35d3db7b6620dd855a076b559991a37403c6794c,0,0
OSF,a26kq,OSF:a26kq,Artificial Intelligence Applied to Endoscopic and Laryngoscopic Imaging for the Detection of Head and Neck Cancer: A Systematic Review,10.17605/osf.io/a26kq,6a51e9096ceae936423b2e54,00_protocol.md,3538,https://osf.io/download/6a51e9096ceae936423b2e54/,md,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09cf69ab655e6f4161e51,Supplementary Note S1_Sample Size Justification.docx,8608,https://osf.io/download/n736q/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,f6e6274c44eb1c374660a9a17de32f2dad36260e4288686c412fdeeefb6ce6b4,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09cf6bf27dd3170794ced,Files_S16_TRIPOD-AI _S17_STARD_Checklists.docx,25703,https://osf.io/download/68b09cf6bf27dd3170794ced/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,30ca281cafc553f4f8233c0bcb01b0588d156de93d9d1e2d1e1ded825d163cbc,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09cfcd85e758a6b794b9f,Tables S2-3-5-6-7-10-11-12-13-14-15.docx,28462,https://osf.io/download/68b09cfcd85e758a6b794b9f/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,d1138d64a4406036817f61026bbae2dc9bfadeca7c89cec0c8d3f2883b8fcdde,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d019ab655e6f4161e58,Bootstrap validation results summary.csv,25078,https://osf.io/download/w9d8x/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,c97feaaf2d9ecb9804655d5db7af96badd15c82e537fc2d0e6b7e8d3a3da72e7,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d01b1be8c1d3fbcf51f,CBC_AI_Demo.xlsx,6427,https://osf.io/download/68b09d01b1be8c1d3fbcf51f/,xlsx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,001233c01d19e0ab52eb2d93130d064b28cd90196eebbcad037e8b4fd1ed4869,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d07e182628524bcbe92,Harmonized meta-analysis dataset.csv,23073,https://osf.io/download/68b09d07e182628524bcbe92/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,8b939c8393a00e3cd604a8cd2cf5b5196f6a80a8fcdeb1a9e1c80ae86766af18,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d0736947ec32d7da80e,master file manifest.docx,8663,https://osf.io/download/mn85q/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,b00ec32ca00eb2d3398884f529e05b2e4f70504160aaae14aac7b83ec9b4482a,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d1814ebeff608bcf559,PROSPERO REGISTRATION Abstract.docx,8925,https://osf.io/download/68v4f/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,c0f63087711b28a56b3bcd33818bb65f81560b487d9a6eb8da0c1b10d5d9c1af,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d218c4fcc0041bcf5f4,Model Inference Script.docx,8616,https://osf.io/download/x3z6k/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,2506462b6dc6b10031d27724ed9f1cf1e94868c2be507e80f702e44808cb8b37,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d3ae91c3e8e61bcc10b,Supplementary Code C1.docx,9442,https://osf.io/download/68b09d3ae91c3e8e61bcc10b/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,21a285491a03a7a7df54d713e1c0e14ed7a1e8284cae4c56c7e63f92f5b8a40c,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d3a5e1ab904d87dab39,XGBoost Model Configuration & Save Code.docx,9064,https://osf.io/download/68b09d3a5e1ab904d87dab39/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,54f9bb1fc67e543be962e28ebc7a328f244f164895370470e18e36064aaf803c,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d46d85e758a6b794bb5,Code Files_1-6.docx,14568,https://osf.io/download/68b09d46d85e758a6b794bb5/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,9b5cfd8014b85ccb2fefab87712fd9f6ef89c97f980bf70877a02580243653d0,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d475fd0aa60dc161dbb,file S1 PRISMA checklist.docx,14489,https://osf.io/download/68b09d475fd0aa60dc161dbb/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,068e6519c83722d41b22223f1fabf215411569c454513c30bd525a75bb99dfe6,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d5a510c33cdc81621b8,S8 WHO training.docx,9799,https://osf.io/download/fuh57/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,408cfd91e59fbb35a96bb5519600f5a0dd8b243d1393649758b358e7c6be71e8,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d5b09eaa2d572161e15,Note S1 Implementation specification.docx,8696,https://osf.io/download/5s84z/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,31a194a6d4c51f6ead9d06121a291789d715b127bd0829be180c03ba418822c1,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d5db36f2feeca794882,S1 Characteristics of included studies.csv,12215,https://osf.io/download/q9u3s/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,33d4a2e9261bb028c0aef75536a0c88d445cf618658fb61421a739de32503c19,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d60b1be8c1d3fbcf53a,Yemeni cohorts 142.csv,7611,https://osf.io/download/25hxm/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,37358a7b203fbd168826cff8a4cb5ca8432d4fda57585d6b61bd5d2ec34ee650,0,0
OSF,acfus,OSF:acfus,A Hybrid AI-Meta-Analysis Framework for Irritable Bowel Syndrome Diagnosis: Development and Conflict-Zone Validation of a Low-Cost CBC-Based Tool,10.17605/osf.io/acfus,68b09d8d758377cf05794b14,PROSPERO(٣).PDF,251925,https://osf.io/download/68b09d8d758377cf05794b14/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,adr9p,OSF:adr9p,Diagnostic Accuracy of Dynamic Radiographs for Vertebral Compression Fractures: Protocol for a Systematic Review and Meta-analysis,10.17605/osf.io/adr9p,683087adb88c4e5ea353932e,20250523_DynamicRadiographsDTA_SR_protocol.pdf,256692,https://osf.io/download/fsu8p/,pdf,,,unsupported_format,,,,
OSF,agkq5,OSF:agkq5,Diagnostic Accuracy of Deep Learning for Early Gastric Cancer on Endoscopic Images: A Systematic Review and Meta-Analysis,10.17605/osf.io/agkq5,6a4477d97a3bb418825dd6b1,EGC_DTA 0630.csv,5654,https://osf.io/download/6a4477d97a3bb418825dd6b1/,csv,,,parsed,200,9774525f117ad2a16368777fcb8fbb27a266c6ba711b75f1e21763351b2d4578,34,1
OSF,ajfnw,OSF:ajfnw,Generative AI for symptom-checking by non-professional users: a scoping review on diagnostic accuracy and patient safety,10.17605/osf.io/ajfnw,6a2b03e012421a2cf212625b,2. Protocolo EN.docx,3251053,https://osf.io/download/jh3zd/,docx,,,no_table_with_required_columns,200,096dfa50a9136b12e54e75bef8c9ca7c24177b1ae4eb9daab438a06d519bf647,0,0
OSF,ak2nu,OSF:ak2nu,Development and validation of a measure of family functioning in Kenya: a diagnostic accuracy study,10.17605/osf.io/ak2nu,5a847ed27166bd000fb8045f,manuscript.pdf,1334158,https://osf.io/download/9bpr7/,pdf,No license,,unsupported_format,,,,
OSF,b59x2,OSF:b59x2,Bias in seroprevalence estimates,10.17605/osf.io/b59x2,653a54d113d27b139094ca48,PRISMA-P-checklist_20231026.doc,65024,https://osf.io/download/ubsy7/,doc,,,unsupported_format,,,,
OSF,b59x2,OSF:b59x2,Bias in seroprevalence estimates,10.17605/osf.io/b59x2,65dc9def4e602e049140f832,bias_seroprevalence_data_20240205.csv,146943,https://osf.io/download/zrk2a/,csv,,,required_columns_not_found,200,0f47c02ea1d56005b15620fb0deafab65525ac47aca480d46137f227948a490d,0,0
OSF,bgfsw,OSF:bgfsw,SALIVARY BIOMARKERS OF DISEASE PROGRESSION IN SJÖGREN’S SYNDROME: A SCOPING REVIEW,10.17605/osf.io/bgfsw,6a2a187f92f381a0d827116f,SALIVARY BIOMARKERS OF DISEASE PROGRESSION IN SJÖGREN’S SYNDROME_ A SCOPING REVIEW.pdf,243479,https://osf.io/download/v6mgq/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,bs4hn,OSF:bs4hn,Evaluation of Diagnostic Tests for Canine Ehrlichiosis in Latin America: A Systematic Review and Meta-Analysis (2010–2025),10.17605/osf.io/bs4hn,689caadfd9c5074cb33ccef9,DataExtractionRedcap.pdf,52515,https://osf.io/download/x9mbj/,pdf,,,unsupported_format,,,,
OSF,bs4hn,OSF:bs4hn,Evaluation of Diagnostic Tests for Canine Ehrlichiosis in Latin America: A Systematic Review and Meta-Analysis (2010–2025),10.17605/osf.io/bs4hn,689cab13e3e51d272713c518,Protocolo de revisão.pdf,223108,https://osf.io/download/kps2m/,pdf,,,unsupported_format,,,,
OSF,bs4hn,OSF:bs4hn,Evaluation of Diagnostic Tests for Canine Ehrlichiosis in Latin America: A Systematic Review and Meta-Analysis (2010–2025),10.17605/osf.io/bs4hn,689cad2066c0f8121bd5a1d5,Extractor Instructions.pdf,148556,https://osf.io/download/mp5rf/,pdf,,,unsupported_format,,,,
OSF,bsgwx,OSF:bsgwx,Systematic Review on Sexual Dimorphism by Tomographic Analysis of the Orbital Region,10.17605/osf.io/bsgwx,686c91c354e8c552ea96d4c1,Orbit Dimorphism_Systematic Review Protocol.pdf,142144,https://osf.io/download/bqd5w/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,bx9cz,OSF:bx9cz,Accuracy of the Autism Spectrum Quotient in Identifying Autism,10.17605/osf.io/bx9cz,69d2e8d744471ef9d1714114,Search results.csv,173213,https://osf.io/download/5wfeq/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,02c1a0b3fb9a5c955edc9dc8d032065734a8de9b2595562cae362e988a5c3ad8,0,0
OSF,bx9cz,OSF:bx9cz,Accuracy of the Autism Spectrum Quotient in Identifying Autism,10.17605/osf.io/bx9cz,69d2e8d71427dbf1dacfe92b,Extracted_data.xlsx,22076,https://osf.io/download/rjz97/,xlsx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,0675fe75903ce21334b47acb9dbadf280e21c36740b170a3e4362fe802c91ca7,0,0
OSF,bx9cz,OSF:bx9cz,Accuracy of the Autism Spectrum Quotient in Identifying Autism,10.17605/osf.io/bx9cz,69d2e8d744471ef9d1714116,Analysis2.csv,852,https://osf.io/download/vuxck/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,parsed,200,adb1bcb36e2580824905f03f26977cf21549e535d4bd06e7f0316f30e747c88a,17,3
OSF,bx9cz,OSF:bx9cz,Accuracy of the Autism Spectrum Quotient in Identifying Autism,10.17605/osf.io/bx9cz,69d2e8d81427dbf1dacfe92d,Search terms.docx,13865,https://osf.io/download/ewah5/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,03f0495208c80ec63a2a79d134452a7bc9a7df121884cd83b4c3d53d6857eb16,0,0
OSF,bx9cz,OSF:bx9cz,Accuracy of the Autism Spectrum Quotient in Identifying Autism,10.17605/osf.io/bx9cz,69d2e8d8adc743d3bfcfdcdc,Analysis_script.R,1747,https://osf.io/download/3vurw/,r,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,bx9cz,OSF:bx9cz,Accuracy of the Autism Spectrum Quotient in Identifying Autism,10.17605/osf.io/bx9cz,69d2e8d9adc743d3bfcfdcde,Analysis1.csv,3049,https://osf.io/download/s2c6y/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,5d425fcceae3c9084468b6ec595c31a2ff40cc62b0959fc86c50e86b356e05d9,0,0
OSF,bzqh6,OSF:bzqh6,"Data collection and analysis from the Informatics Department of the Unified Health System in Brazil, using open source programming languages: a scoping review",10.17605/osf.io/bzqh6,69b84f6e195569be40a72ba4,PLANO DE TRABALHO OSF .pdf,194913,https://osf.io/download/69b84f6e195569be40a72ba4/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,bzyvj,OSF:bzyvj,"Lower-burden objective tests for paediatric obstructive sleep apnoea: systematic review, diagnostic meta-analysis and testable pathway framework",10.17605/osf.io/bzyvj,6a6a97591e295809ff0e4d1e,00_UPLOAD_SELECTION.csv,2608,https://osf.io/download/6a6a97591e295809ff0e4d1e/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,dcab1484fa64e5bcf8db46bb4b4b8d651210cd6f3bb30757642b1cdad763862c,0,0
OSF,bzyvj,OSF:bzyvj,"Lower-burden objective tests for paediatric obstructive sleep apnoea: systematic review, diagnostic meta-analysis and testable pathway framework",10.17605/osf.io/bzyvj,6a6a975b3ae802d0dd92cc36,00_OSF_UPLOAD_MANIFEST_20260730.csv,3593,https://osf.io/download/6a6a975b3ae802d0dd92cc36/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,41d7d210417093ae33ae5b83f31b5349118b107fbf8c137f9e5a65b5ed8a628e,0,0
OSF,bzyvj,OSF:bzyvj,"Lower-burden objective tests for paediatric obstructive sleep apnoea: systematic review, diagnostic meta-analysis and testable pathway framework",10.17605/osf.io/bzyvj,6a6a975c235b42f3140e4cba,00_UPLOAD_GUIDE.txt,692,https://osf.io/download/6a6a975c235b42f3140e4cba/,txt,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,bzyvj,OSF:bzyvj,"Lower-burden objective tests for paediatric obstructive sleep apnoea: systematic review, diagnostic meta-analysis and testable pathway framework",10.17605/osf.io/bzyvj,6a6a975cd4e0e1d6cb0e4d6b,00_OSF_README_and_File_Crosswalk_20260730.docx,39767,https://osf.io/download/p3s5u/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,49ff6becc73fd1734a6743a7816feff0f60f55e4a4781f02bdf31be486f8cbe7,0,0
OSF,bzyvj,OSF:bzyvj,"Lower-burden objective tests for paediatric obstructive sleep apnoea: systematic review, diagnostic meta-analysis and testable pathway framework",10.17605/osf.io/bzyvj,6a6a97aed4e0e1d6cb0e4d7a,20_Full_Database_Search_Strategies.txt,13826,https://osf.io/download/6a6a97aed4e0e1d6cb0e4d7a/,txt,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
