analysis_version,operating_point_id,source,review_id,review_title,group_id,test_name,model,starting_probability,starting_entropy_bits,positive_result_probability,negative_result_probability,post_positive_probability,post_negative_probability,positive_branch_entropy_bits,negative_branch_entropy_bits,positive_entropy_change_bits,negative_entropy_change_bits,information_bits,positive_information_contribution_bits,negative_information_contribution_bits,pooled_mean_positive_branch_entropy_bits_low,pooled_mean_positive_branch_entropy_bits_median,pooled_mean_positive_branch_entropy_bits_high,pooled_mean_negative_branch_entropy_bits_low,pooled_mean_negative_branch_entropy_bits_median,pooled_mean_negative_branch_entropy_bits_high,pooled_mean_post_positive_probability_low,pooled_mean_post_positive_probability_median,pooled_mean_post_positive_probability_high,pooled_mean_post_negative_probability_low,pooled_mean_post_negative_probability_median,pooled_mean_post_negative_probability_high,predictive_positive_branch_entropy_bits_low,predictive_positive_branch_entropy_bits_median,predictive_positive_branch_entropy_bits_high,predictive_negative_branch_entropy_bits_low,predictive_negative_branch_entropy_bits_median,predictive_negative_branch_entropy_bits_high,predictive_post_positive_probability_low,predictive_post_positive_probability_median,predictive_post_positive_probability_high,predictive_post_negative_probability_low,predictive_post_negative_probability_median,predictive_post_negative_probability_high,positive_branch_entropy_movement,negative_branch_entropy_movement
0.42.0,Modern Cochrane data package|CD014911|modern:CD014911:4,Modern Cochrane data package,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:4,Artificial intelligence (mixed),continuity-corrected bivariate REML,0.05,0.2863969571159562,0.0763913969725332,0.9236086030274668,0.6252635740925394,0.0024201183181977,0.9542395440519384,0.0245198028607023,0.6678425869359822,-0.2618771542552539,0.1908545644327133,0.1356585452372035,0.0551960191955096,0.6425549653542043,0.9480279233902956,0.9998909013572286,0.0135607429037196,0.024668961963069,0.0434046990825374,0.3605528731495667,0.6235985527867622,0.8365264672564227,0.0012193249595004,0.0024372984101359,0.0047381209463884,0.1057118895919058,0.758249643194102,0.999394321271432,0.0034453775512832,0.025990440999537,0.1636465897928792,0.0724857315981852,0.6161749004205583,0.986091453611164,0.0002578122736682,0.0025903805495773,0.0240563331571626,increase,decrease
0.42.0,Modern Cochrane data package|CD014911|modern:CD014911:4,Modern Cochrane data package,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:4,Artificial intelligence (mixed),continuity-corrected bivariate REML,0.2,0.7219280948873623,0.215165675032559,0.784834324967441,0.8879624111743726,0.0113921729869527,0.5060315139389063,0.0898871973944007,-0.2158965809484559,-0.6320408974929616,0.5425009247127001,0.3425053267717177,0.1999955979409823,0.2400651536620745,0.5081431511816558,0.8441285211990042,0.0511790640284253,0.0904028249455417,0.153146414823926,0.7281346909592933,0.887254138342357,0.9604847594410214,0.0057654313025505,0.0114723120187304,0.022113168739752,0.0291338405191329,0.5169893184973715,0.9983930309025492,0.0136004176823297,0.0949589924941212,0.4840672907185518,0.2707197722336254,0.8840637281882467,0.997039375993444,0.0012234254969031,0.0121859343331988,0.1048123311062725,decrease,decrease
0.42.0,Modern Cochrane data package|CD014911|modern:CD014911:4,Modern Cochrane data package,CD014911,Artificial intelligence for detecting keratoconus,modern:CD014911:4,Artificial intelligence (mixed),continuity-corrected bivariate REML,0.5,1.0,0.4927142311526106,0.5072857688473894,0.9694211143289216,0.0440627795278106,0.1972866851438572,0.2606193886590094,-0.8027133148561427,-0.7393806113409906,0.7705855356602751,0.3955082737653078,0.3750772618949672,0.0819875369574068,0.1983385955183313,0.4208373566516349,0.1561781404987157,0.2619480840494753,0.4124887369821252,0.9146260012787816,0.9692099462268792,0.989819475452597,0.0226696246969678,0.0443624291863078,0.0829498245496048,0.0087820849149453,0.2030654170417015,0.9702026719920304,0.0444640172557939,0.2736207139251344,0.8947395878055214,0.5975628515707847,0.9682556947451156,0.9992581968456936,0.0048758064282133,0.0470246205195445,0.3189573377417003,decrease,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:1,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:1,Clinical HINTS,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.1916616208677576,0.8083383791322423,0.2345543502956908,0.0062411153187602,0.785866460856835,0.0546856762672872,0.4994695037408787,-0.2317112808486689,0.0915719865268775,0.0545284975161634,0.0370434890107138,0.6054024802217863,0.7829310921014472,0.9417270143021628,0.0261372580175051,0.0549537559177948,0.1062267942807964,0.1482337198876865,0.2328410397950888,0.3588530501874344,0.0026074838907595,0.0062777848525838,0.013992359878385,0.2958969534964628,0.7456663219550994,0.9991200223599326,0.0049526354275094,0.0585432865722289,0.2785320290169316,0.0523603532010941,0.2166442158514418,0.7148866300792845,0.0003876731241718,0.0067728489938506,0.0481607623832765,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:1,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:1,Clinical HINTS,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.3033626290231305,0.6966373709768695,0.5927568218144396,0.0289673408342693,0.975030207226729,0.1891863901373127,0.2531021123393666,-0.5327417047500496,0.2943460583962322,0.1615137618542171,0.1328322965420149,0.8462007290892628,0.9759469425863008,0.9999352140755804,0.0954638609026436,0.190028238698335,0.3398248920608028,0.4525488958098225,0.5904453122960593,0.7266712537441126,0.0122656145098938,0.0291336232297766,0.0631501365323632,0.3876575276597561,0.9234240833258778,0.9998322711084544,0.0193593643927306,0.201237196116939,0.709288597176162,0.2078918394517024,0.5677836266015324,0.922540898631528,0.0018387741773117,0.0313741853951228,0.1937684798818345,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:1,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:1,Clinical HINTS,continuity-corrected bivariate REML,0.5,1.0,0.5267646453338759,0.4732353546661241,0.8534184546641762,0.1066051593779033,0.6012190880996341,0.4895903982100354,-0.3987809119003659,-0.5104096017899645,0.4516075545511849,0.2100636856231159,0.2415438689280689,0.4228120185833061,0.6042628340870689,0.7818307842811814,0.274906684430109,0.4913140115438523,0.7459837234734328,0.7677976486777016,0.8522175957588866,0.9140479360169788,0.0473211876961741,0.1071679232240838,0.2123674464019124,0.1445685743925725,0.6334862532573893,0.9932032229385728,0.0624122098041585,0.5139341845862246,0.9960716372870542,0.5121511949311494,0.8401182845990647,0.9794408546440247,0.0073147462096613,0.1147008082982465,0.4901481396917811,decrease,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:3,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:3,Clinical HINTS Plus,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.3210592128619239,0.6789407871380762,0.1433816817798227,0.0058414374037963,0.5930270728202489,0.0517430668322058,0.3066301157042926,-0.2346538902837503,0.0608696733864803,0.0289109003945039,0.0319587729919764,0.3396668492819671,0.590843850495643,0.9188640967115668,0.0138200595416796,0.0521893660293863,0.2008040596943901,0.0631095237581402,0.14253670393269,0.3339026478960103,0.0012461633268546,0.0059017192171833,0.031286689592738,0.1380045290637746,0.5841301637439203,0.9979841007497916,0.0028926480310132,0.0527875899928427,0.7864406589076304,0.0193904934464944,0.1419664750277302,0.7141667551111395,0.0002119717889128,0.0059827113736653,0.238904188951931,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:3,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:3,Clinical HINTS Plus,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.4157362104870372,0.5842637895129628,0.4429155674182881,0.0271520513859486,0.990577040988049,0.1799020053483749,0.2686489461006867,-0.5420260895389873,0.2049991222857053,0.0902905001303392,0.1147086221553661,0.7818790368150332,0.9723381588613866,0.9999424816054052,0.0521155687482818,0.1813153345150959,0.5656269148798728,0.2424029763576481,0.4412145758025261,0.7042373689747912,0.0058917430245309,0.0274261851168107,0.13300674748204,0.3178807504459015,0.8786236800998346,0.999665562833541,0.0114681776002409,0.1832068545350865,0.985603337347151,0.085861481811559,0.4400626952151417,0.922288334509067,0.0010060662809547,0.0277943090418066,0.5985550181230891,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:3,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:3,Clinical HINTS Plus,continuity-corrected bivariate REML,0.5,1.0,0.6050902057372638,0.3949097942627362,0.7607792929809405,0.1004277474645934,0.7937419389269225,0.4703500563435741,-0.2062580610730775,-0.5296499436564259,0.3339686828903065,0.1248047326096776,0.2091639502806289,0.4529999852802037,0.7958344361313259,0.988653127770046,0.1588204531967648,0.4733064302777949,0.9562166410930688,0.5613749958531233,0.7595219017744146,0.904982336657931,0.0231576552341872,0.1013646070283651,0.3802854124518119,0.1448896757912701,0.7820019281552414,0.9995350045797085,0.0377190920642931,0.4579076060454522,0.9978971518123642,0.2730996928000085,0.7586672786098374,0.9793696706785928,0.0040121556384872,0.1026204432279647,0.8564044783188425,decrease,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:5,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:5,HINTS - subcomponent head impulse,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.142837566770057,0.8571624332299429,0.2290095842189585,0.0201698389393875,0.7762807869687698,0.1423930802328437,0.4898838298528135,-0.1440038768831124,0.0534608992475012,0.0386426908399309,0.0148182084075703,0.478266036407475,0.7678559101207283,0.9895671121233214,0.0803277005323813,0.1438663505745719,0.2164069509857844,0.1029462584046735,0.2242520180984989,0.4451331594240369,0.0099298460019411,0.0204332669914006,0.0344848426419001,0.1543170407808857,0.6813119036567115,0.9990308328889326,0.0199875863285041,0.1547496482639018,0.4156070677852042,0.0226419044989393,0.1987472687734403,0.8414101358385879,0.0019081337850745,0.0224069663567747,0.0838515539786533,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:5,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:5,HINTS - subcomponent head impulse,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.2235827039438117,0.7764172960561883,0.5852182874589279,0.0890697737464639,0.9789431999249534,0.4333571978558788,0.257015105037591,-0.2885708970314835,0.1665873034549857,0.1147921604986358,0.0517951429563498,0.7368837218306409,0.9717756455524662,0.9999228872068084,0.266848131388388,0.4369712191285428,0.5973026073741357,0.3527977108818139,0.5786142696804719,0.7921262610725894,0.0454734761876925,0.0901502757555617,0.1450459298040932,0.2177374942521935,0.8556007724075718,0.999647168289958,0.0740832381415572,0.4632096870122262,0.8817472810393538,0.0991320237069602,0.5409088971506589,0.9618342062997016,0.0089992413920682,0.098183141389897,0.3030141146979556,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:5,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:5,HINTS - subcomponent head impulse,continuity-corrected bivariate REML,0.5,1.0,0.3850729782913211,0.6149270217086789,0.849479803075441,0.2811525207511871,0.6111405681707034,0.8570164520047722,-0.3888594318292966,-0.1429835479952278,0.2376637068732235,0.1497392595511781,0.0879244473220453,0.3336344343754379,0.6198196691851721,0.8982111432064458,0.6344498132332407,0.8606266179866753,0.9733938676875912,0.6855788723900779,0.8459758985686634,0.9384329328690156,0.1600586367872823,0.2838371192885808,0.404270393750983,0.0795316740645162,0.660088170682809,0.9990901175704988,0.2191201666028622,0.8776086413953462,0.9997815252680342,0.3056337679837139,0.8249565577921143,0.9901773856593024,0.035050677056766,0.3033739447631541,0.6349028674042427,decrease,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:7,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:7,HINTS - subcomponent nystagmus,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.0554415073290872,0.9445584926709129,0.5057021628159574,0.0232522496005505,0.9999061804865392,0.159330842159713,0.713509223370583,-0.1270661149562432,0.0804633511757465,0.0677650750725835,0.012698276103163,0.8617378906459459,0.9863224795350888,0.999969622780844,0.113377128423634,0.159396114927526,0.2042400626893931,0.3089989625923067,0.5038912952800019,0.6922137482172892,0.0151685913420619,0.0232643547321303,0.031982800619413,0.4498383614652113,0.924279676696956,0.9998156191568316,0.0490202635943623,0.1610237427158467,0.2650801161907615,0.1075168036601857,0.4849964902008104,0.8595084501784641,0.0054763197585202,0.0235667632439698,0.0450715071541567,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:7,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:7,HINTS - subcomponent nystagmus,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.1352251330121665,0.8647748669878335,0.8293396217572544,0.1015899544370678,0.6592132173665906,0.4740154631092147,-0.0627148775207717,-0.2479126317781476,0.2228692408251394,0.1786856957784906,0.0441835450466487,0.4215964586205813,0.6615519717730787,0.9044833273608428,0.3590682764699721,0.47416841098173,0.5727299237536351,0.679906295870212,0.8283118712308193,0.9144039939300536,0.0681729786462363,0.1016385984312873,0.1356491535692245,0.2105197209623092,0.6839391029707848,0.9981720242012964,0.1712388302411048,0.477973127741141,0.6868902440493071,0.3639603614936004,0.8172928018930671,0.9667330481188852,0.0254890702279361,0.1028524985952245,0.1831363000095226,decrease,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:7,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:7,HINTS - subcomponent nystagmus,continuity-corrected bivariate REML,0.5,1.0,0.2947923843783252,0.7052076156216748,0.9510724038961156,0.3114417562626901,0.2818238785554828,0.894830714187236,-0.7181761214445171,-0.1051692858127639,0.2858790325288606,0.2117128512442068,0.0741661812846537,0.1572485949662654,0.2832698894085018,0.4855859795747832,0.7716662681843559,0.8949614773937641,0.9619383849575098,0.8946962806879987,0.9507342034968468,0.9771330059618262,0.2263907242901886,0.3115560368560682,0.3856552070565451,0.0708792046724565,0.2987144811548661,0.8849763525287914,0.4520111025789857,0.8981869672625951,0.997803843722702,0.695948472213962,0.947070210287416,0.9914704478724295,0.0947137821274831,0.3143996314266026,0.4727901072252618,decrease,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:8,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:8,HINTS - subcomponent test of skew,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.0353895485707127,0.9646104514292873,0.273489982814363,0.0418006179695053,0.8464280856073116,0.2504879060420529,0.5600311284913554,-0.0359090510739033,0.0148189971439393,0.0137785002545481,0.001040496889391,0.6504193369463794,0.8455019191017001,0.9732178086438368,0.2183749837274428,0.2506293377850865,0.2697287153378087,0.1668376742116285,0.2728340008969073,0.403956159068316,0.0348949851110751,0.0418319208788051,0.0461310220542153,0.4496087559330838,0.8399305149625631,0.9901207950280164,0.1287685987518897,0.2504620558181147,0.2836318719622459,0.0939775294193284,0.2689337809438512,0.4417653550573581,0.0177767275680706,0.0417948974184062,0.0493505882303966,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:8,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:8,HINTS - subcomponent test of skew,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.06036599994506,0.93963400005494,0.6413336672445415,0.171646887904142,0.9415705736599824,0.6614583305626307,0.21964247877262,-0.0604697643247316,0.0435605086733063,0.0400241584037534,0.0035363502695526,0.7900343384092869,0.942182955979204,0.9995076820532892,0.6011933105079085,0.6617105769686271,0.6947428056444132,0.4874869769718102,0.6405733210364662,0.7629889437288403,0.1465714032232067,0.1717579979907592,0.1868064568322748,0.7383800618802051,0.9372245114264476,0.99979591868087,0.399220539609285,0.6614122138571972,0.7175223979741464,0.3300710360617912,0.6360141358758525,0.7898703506741093,0.0791622822240338,0.1716265802892883,0.1978080124522094,increase,decrease
0.42.0,Modern Cochrane data package|CD015089|modern:CD015089:8,Modern Cochrane data package,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",modern:CD015089:8,HINTS - subcomponent test of skew,continuity-corrected bivariate REML,0.5,1.0,0.1103189026937545,0.8896810973062454,0.8773371375239587,0.4532108537730159,0.5369670501073601,0.9936739825370544,-0.4630329498926399,-0.0063260174629454,0.05670942510122,0.0510812869432082,0.0056281381580118,0.3735736523825635,0.5379766956223673,0.7378938713161267,0.9750196063528492,0.9937263033051588,0.9987104024218524,0.7918695818896329,0.8769811331197714,0.9279375352600404,0.4072236063518117,0.4534044632821709,0.4788621837538803,0.3367436775193658,0.5440281874088946,0.9215393411149896,0.8204666130941961,0.9936643937047998,0.9999658727395524,0.6633883251212489,0.8748347468488568,0.9376397909719528,0.2558808036558164,0.4531754584862018,0.4965608847728467,decrease,decrease
0.42.0,OSF|OSF:4ag3v|osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,OSF,OSF:4ag3v,Diagnostic Accuracy of MRI for Detecting Nerve Injury in Brachial Plexus Birth Injury,osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.1683656700020196,0.8316343299979804,0.2186931424899252,0.015847809625498,0.7577740300029427,0.117444553358263,0.4713770728869865,-0.1689524037576932,0.0611429024003691,0.0412864895892512,0.0198564128111178,0.5477301965785952,0.7580500479154956,0.9394622565094582,0.0821017091864628,0.1177133740448105,0.1636946550348076,0.1264890627141523,0.2188434506486204,0.3561749793906008,0.0101978180123247,0.0158929558842008,0.0240653306933253,0.3692882728510231,0.7542957912279955,0.9980410588110952,0.0680571800018738,0.1187706185739377,0.2192263470221287,0.0709040244294446,0.216902133906287,0.5461877789570233,0.0081203511432286,0.0160708179365156,0.035072879091771,increase,decrease
0.42.0,OSF|OSF:4ag3v|osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,OSF,OSF:4ag3v,Diagnostic Accuracy of MRI for Detecting Nerve Injury in Brachial Plexus Birth Injury,osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.2580566193495851,0.7419433806504149,0.5707339351025655,0.0710543843832552,0.9855150150866644,0.3698461448037912,0.2635869201993021,-0.3520819500835711,0.1932045227795945,0.1233203424100723,0.0698841803695223,0.8493710912434218,0.982027985971002,0.9999591000944564,0.272015948340128,0.3705542006376496,0.484178545791189,0.4075216699979344,0.5709493876003121,0.7243494018861228,0.0466554464862848,0.0712454145832589,0.1048482880722173,0.6057267939147158,0.9545759488738368,0.9999035775258605,0.2303906538299819,0.3733338052691085,0.6028692265840969,0.2660532049840952,0.5681563874281987,0.8511214421732138,0.0374318196999191,0.0719974198497762,0.1472317681426138,increase,decrease
0.42.0,OSF|OSF:4ag3v|osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,OSF,OSF:4ag3v,Diagnostic Accuracy of MRI for Detecting Nerve Injury in Brachial Plexus Birth Injury,osf:4ag3v:6467403361c93f13520d5db3:data-extraction:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.5,1.0,0.4374385180447161,0.5625614819552839,0.8417278301130197,0.2342780827089084,0.6301599664712436,0.785394737275765,-0.3698400335287564,-0.2146052627242349,0.2825109308139759,0.1617822761804273,0.1207286546335487,0.4259435300465652,0.6298775007116932,0.8365056567928771,0.6431072931542839,0.786280317796726,0.9033350680108388,0.7334258716821872,0.8418449590054806,0.9131275100927804,0.1637081547790678,0.2347970243072459,0.319040577229728,0.250927394705093,0.6335381274029075,0.9753327693769058,0.5699497826105212,0.7897313247190793,0.9751232708126772,0.5918344573306049,0.8403222270272741,0.958102083906054,0.1346110668870772,0.2368351255011747,0.4084962131517485,decrease,decrease
0.42.0,OSF|OSF:9kdc2|osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,OSF,OSF:9kdc2,Diagnostic Performance of Artificial Intelligence Models Using Complete Blood Count Parameters for Anemia Diagnosis and Classification: A Systematic Review and Diagnostic Accuracy Meta-Analysis,osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.0674159442262809,0.9325840557737192,0.7048873213197284,0.0026585867994919,0.8752343695069829,0.0265749685584949,0.5888374123910266,-0.2598219885574613,0.202608813716009,0.1478483201797618,0.0547604935362472,0.7369037991093419,0.8754298033608747,0.9725649816104452,0.0197014660904558,0.0265668984445242,0.0357782822296711,0.5971999331229029,0.7047316697391165,0.7923825668893555,0.0018764935266448,0.0026576430966899,0.0037695635982567,0.1938643994176619,0.8091522853663666,0.9994749581252292,0.0047656280278982,0.026743354613641,0.1249558623854052,0.1566620890852663,0.7062081559748947,0.9700050329443568,0.0003712161144294,0.0026782904425243,0.0171211009872218,increase,decrease
0.42.0,OSF|OSF:9kdc2|osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,OSF,OSF:9kdc2,Diagnostic Performance of Artificial Intelligence Models Using Complete Blood Count Parameters for Anemia Diagnosis and Classification: A Systematic Review and Diagnostic Accuracy Meta-Analysis,osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.2068365141060366,0.7931634858939633,0.9189991340801936,0.0125036298528149,0.405696022531067,0.0969674870888676,-0.3162320723562952,-0.6249606077984947,0.5611042737225682,0.3628388885715163,0.1982653851510519,0.2959947480267968,0.4058911975581514,0.5417092924871968,0.0730763515138042,0.0969397855864674,0.1280683351619562,0.8756597937764264,0.9189434257003758,0.947722308758302,0.008851060658948,0.0124992353100843,0.017655846456279,0.0563386187678187,0.4040165898144879,0.99135297601775,0.0186488249933866,0.0975453101346665,0.3894332517446043,0.4687577426791994,0.91947114879299,0.9935321088975252,0.0017608253681823,0.0125953768098156,0.0764188254873201,decrease,decrease
0.42.0,OSF|OSF:9kdc2|osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,OSF,OSF:9kdc2,Diagnostic Performance of Artificial Intelligence Models Using Complete Blood Count Parameters for Anemia Diagnosis and Classification: A Systematic Review and Diagnostic Accuracy Meta-Analysis,osf:9kdc2:6a5a976d17e419e789d14549:6a5a976d17e419e789d14549-file-s7-de-identified-dataset-csv:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.5,1.0,0.4856776538655481,0.5143223461344519,0.9784399994869576,0.0482062597266286,0.1501121239780989,0.2787278528619522,-0.8498878760219011,-0.7212721471380479,0.7837379325925651,0.4127715496750907,0.3709663829174744,0.1038270969568595,0.150199011637054,0.2154310711880793,0.2164243603488684,0.278657573592697,0.3548961623379153,0.9657179726844456,0.9784242118144776,0.9863972363814736,0.0344884641705564,0.0481899294367065,0.0670708100522042,0.0173973136440951,0.1493755537338195,0.7615272020835605,0.0602174071092031,0.280192787805862,0.8089673755659911,0.7792261049966351,0.9785737113851712,0.9983751451863416,0.0070062909078286,0.0485471001507179,0.2486668217394915,decrease,decrease
0.42.0,OSF|OSF:agkq5|osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,OSF,OSF:agkq5,Diagnostic Accuracy of Deep Learning for Early Gastric Cancer on Endoscopic Images: A Systematic Review and Meta-Analysis,osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.1296275728564278,0.8703724271435722,0.3528458355276115,0.0048961233319888,0.9365839804544848,0.0446198497768604,0.6501870233385286,-0.2417771073390958,0.1261539620043617,0.0824794493923158,0.0436745126120457,0.8349621245349329,0.9373390614785824,0.9941309992316518,0.0339795879118713,0.0446409413678179,0.0585142765411204,0.2655198083694979,0.3537114185701115,0.455124255590064,0.0035472146230905,0.0048988744128373,0.0067688179473613,0.3485590624398301,0.8506883673448664,0.9996443904087752,0.0092220748560742,0.0463226697416942,0.1916616412179883,0.0699111106193701,0.3486610849755105,0.8737534022707203,0.0007842935616745,0.0051191652627554,0.0294570502639418,increase,decrease
0.42.0,OSF|OSF:agkq5|osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,OSF,OSF:agkq5,Diagnostic Accuracy of Deep Learning for Early Gastric Cancer on Endoscopic Images: A Systematic Review and Meta-Analysis,osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.2535975853062844,0.7464024146937156,0.7214350909012252,0.0228372827534651,0.853488021845959,0.1570876140030758,0.1315599269585966,-0.5648404808842865,0.3882350190490197,0.2311060800932559,0.1571289389557637,0.7245306412551403,0.8524415640334128,0.9491486224924428,0.1220645504866085,0.1571558929647807,0.2011470751484222,0.6319685042276342,0.7221958257051666,0.7986948934530177,0.0166280818032291,0.0228498833035264,0.031355974439274,0.1919814101854385,0.8344266076441786,0.9996635527752294,0.0353344148339706,0.1625860101310896,0.5463715903288674,0.2631013673987477,0.7177270537914648,0.9704795097875868,0.0037144697872426,0.0238580353906704,0.1260022805801466,increase,decrease
0.42.0,OSF|OSF:agkq5|osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,OSF,OSF:agkq5,Diagnostic Accuracy of Deep Learning for Early Gastric Cancer on Endoscopic Images: A Systematic Review and Meta-Analysis,osf:agkq5:6a4477d97a3bb418825dd6b1:6a4477d97a3bb418825dd6b1-egc-dta-0630-csv:1:overall,Overall structured 2 x 2 data,continuity-corrected bivariate REML,0.5,1.0,0.5015376102059974,0.4984623897940026,0.9119664870827204,0.0854919214630916,0.4298716536424183,0.4212406791356206,-0.5701283463575817,-0.5787593208643794,0.5744305625364912,0.2859408083428787,0.2884897541936126,0.3245627603737032,0.4288465381800685,0.5493943728561201,0.3406100622537074,0.4213915968012891,0.5137547457564533,0.872913154740394,0.9122701721307486,0.9407243559881294,0.0633520576171253,0.0855360658455855,0.1146399552257377,0.0640538358186743,0.4348657860658691,0.9768436378269304,0.1105095852711512,0.4332640176017241,0.9433196741358064,0.5881646770819418,0.9104799465167582,0.9924527791990444,0.014694136365733,0.0890579017233431,0.3657522640969153,decrease,decrease
