candidate_rank,selected_for_main_figure,selection_note,review_id,review_title,test_a,group_a,sensitivity_a,specificity_a,youden_j_a,test_b,group_b,sensitivity_b,specificity_b,youden_j_b,absolute_j_difference,information_difference_5,information_difference_20,information_difference_50,maximum_information_difference
70,False,candidate retained for audit,CD009579,Circulating antigen tests and urine reagent strips for diagnosis of active schistosomiasis in endemic areas,Microhaematuria,legacy:CD009579:1,0.740898903783389,0.860681288417428,0.601580192200817,CCA POC mansoni trace threshold,legacy:CD009579:3,0.87953986469348,0.554111310820865,0.433651175514346,0.167929016686472,0.116116316018432,0.135183067434684,0.124616877694631,0.135183067434684
71,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Rectosigmoid TVUS,legacy:CD009591:12,0.877684299785899,0.939907717839325,0.817592017625223,RVS TVUS,legacy:CD009591:7,0.668781259200959,0.973524113063881,0.642305372264841,0.175286645360383,0.0887202367036314,0.13790080240025,0.17965952317595,0.17965952317595
72,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Pelvic MRI,legacy:CD009591:21,0.766105234839416,0.691974049976188,0.458079284815604,RVS TVUS,legacy:CD009591:7,0.668781259200959,0.973524113063881,0.642305372264841,0.184226087449237,0.272841070846059,0.27235235976217,0.227427961965341,0.272841070846059
73,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Ovarian TVUS,legacy:CD009591:2,0.889426880916182,0.939514386930532,0.828941267846714,RVS TVUS,legacy:CD009591:7,0.668781259200959,0.973524113063881,0.642305372264841,0.186635895581873,0.100102343833897,0.152270749945139,0.197033827173709,0.197033827173709
74,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,POD MRI,legacy:CD009591:33,0.867641281164854,0.898931108292871,0.766572389457725,USL TVUS,legacy:CD009591:6,0.625892060431969,0.94767778291062,0.573569843342588,0.193002546115136,0.10151710635917,0.144470908721225,0.182186178899019,0.182186178899019
75,False,candidate retained for audit,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",MRI for detection of full thickness tears,legacy:CD009020:5,0.908315467784666,0.888395267119881,0.796710734904547,MRI for detection of any rotator cuff tears,legacy:CD009020:6,0.701368988876524,0.901908744990148,0.603277733866672,0.193433001037876,0.149952504139714,0.192538179972445,0.226781996413009,0.226781996413009
76,False,candidate retained for audit,CD009185,"Procalcitonin, C-reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children",PCT (0.5 ng/mL),legacy:CD009185:1,0.817819460048404,0.720256712125312,0.538076172173716,ESR (30 mm/h),legacy:CD009185:3,0.859260659781693,0.481573316803012,0.340833976584704,0.197242195589011,0.086204509075304,0.111124745107249,0.121252690061852,0.121252690061852
77,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Rectosigmoid MRI,legacy:CD009591:36,0.901535571007578,0.942437806476947,0.843973377484525,RVS TVUS,legacy:CD009591:7,0.668781259200959,0.973524113063881,0.642305372264841,0.201668005219685,0.121458749747281,0.175814572627244,0.22224319834176,0.22224319834176
78,False,candidate retained for audit,CD009185,"Procalcitonin, C-reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children",PCT (0.5 ng/mL),legacy:CD009185:1,0.817819460048404,0.720256712125312,0.538076172173716,CRP (20 mg/L),legacy:CD009185:2,0.903141681866574,0.430460345104562,0.333602026971136,0.204474145202579,0.083397061944797,0.106488506663183,0.113421408971191,0.113421408971191
79,False,candidate retained for audit,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",Clinical HINTS,modern:CD015089:1,0.899101339185118,0.845572048517367,0.744673387702485,HINTS - subcomponent head impulse,modern:CD015089:5,0.65422343553717,0.884077478954528,0.538300914491698,0.206372473210787,0.13307085264857,0.176968808730431,0.213943847677961,0.213943847677961
80,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Pelvic TVUS,legacy:CD009591:1,0.631369716463341,0.923323073427364,0.554692789890705,POD MRI,legacy:CD009591:33,0.867641281164854,0.898931108292871,0.766572389457725,0.211879599567019,0.143878727539988,0.184551113526545,0.213547979032672,0.213547979032672
81,False,candidate retained for audit,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",Clinical HINTS,modern:CD015089:1,0.899101339185118,0.845572048517367,0.744673387702485,HINTS - subcomponent nystagmus,modern:CD015089:7,0.560737803321923,0.971153034565273,0.531890837887196,0.212782549815289,0.038787546707884,0.099008222671047,0.165728522022324,0.165728522022324
82,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,POD MRI,legacy:CD009591:33,0.867641281164854,0.898931108292871,0.766572389457725,Vaginal TVUS,legacy:CD009591:9,0.56489744675143,0.973107672948585,0.538005119700015,0.228567269757709,0.0783418147310253,0.136099613767764,0.188141866531241,0.188141866531241
83,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,POD TVUS,legacy:CD009591:10,0.814013540633648,0.956600804529274,0.770614345162923,Vaginal TVUS,legacy:CD009591:9,0.56489744675143,0.973107672948585,0.538005119700015,0.232609225462907,0.161447841718874,0.198064173688633,0.216922779511655,0.216922779511655
84,False,candidate retained for audit,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",US for detection of partial thickness tears,legacy:CD009020:7,0.529689545668455,0.908886951003883,0.438576496672338,US for detection of any rotator cuff tears,legacy:CD009020:9,0.886252554989469,0.793037749565323,0.679290304554792,0.240713807882454,0.108879516238967,0.153592929705082,0.19552517457443,0.19552517457443
85,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Rectosigmoid TVUS,legacy:CD009591:12,0.877684299785899,0.939907717839325,0.817592017625223,USL TVUS,legacy:CD009591:6,0.625892060431969,0.94767778291062,0.573569843342588,0.244022174282635,0.199772571289494,0.241132928007098,0.266325080786181,0.266325080786181
86,False,candidate retained for audit,CD009579,Circulating antigen tests and urine reagent strips for diagnosis of active schistosomiasis in endemic areas,CCA POC mansoni trace threshold,legacy:CD009579:3,0.87953986469348,0.554111310820865,0.433651175514346,Leukocyturia,legacy:CD009579:5,0.571120004088194,0.610297018245918,0.181417022334112,0.252234153180234,0.0834068357087367,0.113841190453464,0.137178326168716,0.137178326168716
87,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Ovarian TVUS,legacy:CD009591:2,0.889426880916182,0.939514386930532,0.828941267846714,USL TVUS,legacy:CD009591:6,0.625892060431969,0.94767778291062,0.573569843342588,0.255371424504125,0.21115467841976,0.255502875551987,0.28369938478394,0.28369938478394
88,False,candidate retained for audit,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",MRI for detection of any rotator cuff tears,legacy:CD009020:4,0.947558522631737,0.758528384912907,0.706086907544644,US for detection of partial thickness tears,legacy:CD009020:7,0.529689545668455,0.908886951003883,0.438576496672338,0.267510410872306,0.131273219235292,0.189386229973817,0.252168288470294,0.252168288470294
89,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Rectosigmoid MRI,legacy:CD009591:36,0.901535571007578,0.942437806476947,0.843973377484525,USL TVUS,legacy:CD009591:6,0.625892060431969,0.94767778291062,0.573569843342588,0.270403534141937,0.232511084333143,0.279046698234092,0.30890875595199,0.30890875595199
90,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Rectosigmoid TVUS,legacy:CD009591:12,0.877684299785899,0.939907717839325,0.817592017625223,Vaginal TVUS,legacy:CD009591:9,0.56489744675143,0.973107672948585,0.538005119700015,0.279586897925208,0.176597279661349,0.232761633053637,0.272280768418403,0.272280768418403
91,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Ovarian TVUS,legacy:CD009591:2,0.889426880916182,0.939514386930532,0.828941267846714,Vaginal TVUS,legacy:CD009591:9,0.56489744675143,0.973107672948585,0.538005119700015,0.290936148146698,0.187979386791615,0.247131580598526,0.289655072416162,0.289655072416162
92,False,candidate retained for audit,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",US for detection of partial thickness tears,legacy:CD009020:7,0.529689545668455,0.908886951003883,0.438576496672338,US for detection of full thickness tears,legacy:CD009020:8,0.872126617699584,0.865001832874276,0.73712845057386,0.298551953901522,0.177819421976079,0.229593273863348,0.263859379055552,0.263859379055552
93,False,candidate retained for audit,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,Rectosigmoid MRI,legacy:CD009591:36,0.901535571007578,0.942437806476947,0.843973377484525,Vaginal TVUS,legacy:CD009591:9,0.56489744675143,0.973107672948585,0.538005119700015,0.30596825778451,0.209335792704999,0.270675403280631,0.314864443584213,0.314864443584213
94,False,candidate retained for audit,CD009020,"Magnetic resonance imaging, magnetic resonance arthrography and ultrasonography for assessing rotator cuff tears in people with shoulder pain for whom surgery is being considered",MRI for detection of full thickness tears,legacy:CD009020:5,0.908315467784666,0.888395267119881,0.796710734904547,US for detection of partial thickness tears,legacy:CD009020:7,0.529689545668455,0.908886951003883,0.438576496672338,0.358134238232209,0.247361604714342,0.31130489791264,0.351489667902106,0.351489667902106
95,False,candidate retained for audit,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",HINTS - subcomponent nystagmus,modern:CD015089:7,0.560737803321923,0.971153034565273,0.531890837887196,HINTS - subcomponent test of skew,modern:CD015089:8,0.193573740608246,0.972935935220736,0.166509675828982,0.365381162058214,0.229207581996862,0.248374780565659,0.229169607427641,0.248374780565659
96,False,candidate retained for audit,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",HINTS - subcomponent head impulse,modern:CD015089:5,0.65422343553717,0.884077478954528,0.538300914491698,HINTS - subcomponent test of skew,modern:CD015089:8,0.193573740608246,0.972935935220736,0.166509675828982,0.371791238662716,0.134924276056175,0.170414194506275,0.180954281772004,0.180954281772004
97,False,candidate retained for audit,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",Clinical HINTS Plus,modern:CD015089:3,0.920680197820975,0.710499786346447,0.631179984167422,HINTS - subcomponent test of skew,modern:CD015089:8,0.193573740608246,0.972935935220736,0.166509675828982,0.46467030833844,0.160793175689699,0.22362145864068,0.277259257789086,0.277259257789086
98,False,candidate retained for audit,CD015089,"Head impulse, nystagmus, and test of skew examination for diagnosing central causes of acute vestibular syndrome",Clinical HINTS,modern:CD015089:1,0.899101339185118,0.845572048517367,0.744673387702485,HINTS - subcomponent test of skew,modern:CD015089:8,0.193573740608246,0.972935935220736,0.166509675828982,0.578163711873503,0.267995128704746,0.347383003236706,0.394898129449965,0.394898129449965
