source,source_id,doi,related_article_doi,title,description,subjects,publisher,publication_year,resource_type,resource_type_general,license,license_url,source_url,api_url,matched_queries,access_status,file_probe_selected,primary_candidate,public_file_count
Figshare,9692909,10.3389/fphys.2019.01028.s003,10.3389/fphys.2019.01028,Baveno Criteria Safely Identify Patients With Compensated Advanced Chronic Liver Disease Who Can Avoid Variceal Screening Endoscopy: A Diagnostic Test Accuracy Meta-Analysis,"Background: The Baveno VI Consensus Workshop defined criteria (liver stiffness measured by transient elastography 150 × 10 9 cells/L) to identify those patients with compensated advanced chronic liver diseases (cACLD) who are unlikely to have varices needing treatment (VNTs) and can safely avoid variceal screening endoscopy. This meta-analysis aimed to quantify the safety and efficacy of these criteria in suspected cACLD with liver stiffness >10 kPa and in compensated chronic liver diseases (cCLD) irrespective of liver stiffness. Methods: A systematic search was conducted in nine databases for studies discussed cACLD or cCLD and tested Baveno criteria against variceal screening endoscopy. The main safety and efficacy endpoints were missed VNT rate and spared endoscopy rate (SER), respectively; calculated with the random effect model. Pooled sensitivity, specificity, and area under the curve (AUC) were calculated with the hierarchical summary receiver operating characteristic model. For all outcome measures, 95% confidence intervals were computed. Heterogeneity was tested with I 2 -statistics. Results: The search yielded 13 studies including 4,464 patients which reported on suspected cACLD. Pooled missed VNT rate was 0.3% (0.1–0.6%; I 2 = 45.5%), pooled SER was 32.8% (24.8–41.4%; I 2 = 97.0%). Sensitivity, specificity, and AUC of Baveno criteria were 97% (95–98%), 41% (27–57%), and 96% (94–97%), respectively. In the subgroups of cACLD from hepatitis C and B viruses, non-alcoholic fatty liver disease/steatohepatitis, or alcohol, missed VNT rates were 0.0% (0.0–0.3%), 1.2% (0.4–2.2%), 0.0% (0.0–1.3%), or 0.0% (0.0–0.4%), while SERs were 24.2% (20.5–28.1%), 24.9% (21.7–28.4%), 38.6% (10.9–70.8%), or 27.0% (16.9–38.4%), respectively. If we expanded the study population to cCLD, 27 studies included 7,534 patients. Missed VNT rate was 0.2% (0.1–0.5%; I 2 = 39.8%) with a SER of 30.5% (25.2–36.2%; I 2 = 96.1%) while Se, Sp, and AUC were 97% (93–99%), 35% (27–44%), and 80% (77–84%), respectively. Conclusions: The application of Baveno criteria significantly reduces the number of unnecessary variceal screening endoscopies while being safe: cACLD patients with liver stiffness 150 × 10 9 cells/L carry a very low chance (i.e., 0.3%) of having VNTs. The criteria preserve low missed VNT rate with lower diagnostic performance among cCLD patients.",fibroscan | platelets | variceal bleeding prediction | high-risk varices | diagnostic accuracy,Figshare,2019,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://frontiersin.figshare.com/articles/dataset/Table_3_Baveno_Criteria_Safely_Identify_Patients_With_Compensated_Advanced_Chronic_Liver_Disease_Who_Can_Avoid_Variceal_Screening_Endoscopy_A_Diagnostic_Test_Accuracy_Meta-Analysis_docx/9692909,https://api.figshare.com/v2/articles/9692909,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,9692912,10.3389/fphys.2019.01028.s004,10.3389/fphys.2019.01028,Baveno Criteria Safely Identify Patients With Compensated Advanced Chronic Liver Disease Who Can Avoid Variceal Screening Endoscopy: A Diagnostic Test Accuracy Meta-Analysis,"Background: The Baveno VI Consensus Workshop defined criteria (liver stiffness measured by transient elastography 150 × 10 9 cells/L) to identify those patients with compensated advanced chronic liver diseases (cACLD) who are unlikely to have varices needing treatment (VNTs) and can safely avoid variceal screening endoscopy. This meta-analysis aimed to quantify the safety and efficacy of these criteria in suspected cACLD with liver stiffness >10 kPa and in compensated chronic liver diseases (cCLD) irrespective of liver stiffness. Methods: A systematic search was conducted in nine databases for studies discussed cACLD or cCLD and tested Baveno criteria against variceal screening endoscopy. The main safety and efficacy endpoints were missed VNT rate and spared endoscopy rate (SER), respectively; calculated with the random effect model. Pooled sensitivity, specificity, and area under the curve (AUC) were calculated with the hierarchical summary receiver operating characteristic model. For all outcome measures, 95% confidence intervals were computed. Heterogeneity was tested with I 2 -statistics. Results: The search yielded 13 studies including 4,464 patients which reported on suspected cACLD. Pooled missed VNT rate was 0.3% (0.1–0.6%; I 2 = 45.5%), pooled SER was 32.8% (24.8–41.4%; I 2 = 97.0%). Sensitivity, specificity, and AUC of Baveno criteria were 97% (95–98%), 41% (27–57%), and 96% (94–97%), respectively. In the subgroups of cACLD from hepatitis C and B viruses, non-alcoholic fatty liver disease/steatohepatitis, or alcohol, missed VNT rates were 0.0% (0.0–0.3%), 1.2% (0.4–2.2%), 0.0% (0.0–1.3%), or 0.0% (0.0–0.4%), while SERs were 24.2% (20.5–28.1%), 24.9% (21.7–28.4%), 38.6% (10.9–70.8%), or 27.0% (16.9–38.4%), respectively. If we expanded the study population to cCLD, 27 studies included 7,534 patients. Missed VNT rate was 0.2% (0.1–0.5%; I 2 = 39.8%) with a SER of 30.5% (25.2–36.2%; I 2 = 96.1%) while Se, Sp, and AUC were 97% (93–99%), 35% (27–44%), and 80% (77–84%), respectively. Conclusions: The application of Baveno criteria significantly reduces the number of unnecessary variceal screening endoscopies while being safe: cACLD patients with liver stiffness 150 × 10 9 cells/L carry a very low chance (i.e., 0.3%) of having VNTs. The criteria preserve low missed VNT rate with lower diagnostic performance among cCLD patients.",fibroscan | platelets | variceal bleeding prediction | high-risk varices | diagnostic accuracy,Figshare,2019,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://frontiersin.figshare.com/articles/dataset/Table_4_Baveno_Criteria_Safely_Identify_Patients_With_Compensated_Advanced_Chronic_Liver_Disease_Who_Can_Avoid_Variceal_Screening_Endoscopy_A_Diagnostic_Test_Accuracy_Meta-Analysis_docx/9692912,https://api.figshare.com/v2/articles/9692912,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,11902077,10.25375/uct.11902077.v1,,Dataset: Standard echocardiography versus handheld echocardiography for the detection of subclinical rheumatic heart disease: A systematic review and meta-analysis of diagnostic accuracy,Extracted data used for meta-analysis in the systematic review: Standard echocardiography versus handheld echocardiography for the detection of subclinical rheumatic heart disease: A systematic review and meta-analysis of diagnostic accuracy PROSPERO registration number: CRD42016051261,rheumatic heart disease | systematic review | diagnostic test accuracy | echocardiography | meta-analysis | Cardiology (incl. Cardiovascular Diseases) | Community Child Health,Figshare,2020,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://zivahub.uct.ac.za/articles/dataset/Dataset_Standard_echocardiography_versus_handheld_echocardiography_for_the_detection_of_subclinical_rheumatic_heart_disease_A_systematic_review_and_meta-analysis_of_diagnostic_accuracy/11902077,https://api.figshare.com/v2/articles/11902077,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,12845294,10.6084/m9.figshare.12845294.v1,10.1080/23744235.2020.1788719,Diagnostic accuracy of procalcitonin for bacterial pneumonia in children – a systematic review and meta-analysis,"Objective: The predictive role of procalcitonin for childhood bacterial pneumonia, a leading cause of death, is unclear. We aimed to evaluate the diagnostic accuracy of procalcitonin for childhood bacterial pneumonia. Methods: Major bibliographic databases were searched from inception through September 2019 using pre-defined index terms, including ‘procalcitonin,’ ‘pneumonia’ and ‘children’. The study is reported according to Preferred Reporting Items for a Systematic Review and Meta-analysis of Diagnostic Test Accuracy Studies . Meta-analyses of the diagnostic accuracy and odds ratio of procalcitonin for bacterial pneumonia were conducted along with subgroup analyses for different cut-offs of procalcitonin. The Quality Assessment of Diagnostic Accuracy Studies 2 instrument was used to assess the methodologic quality of eligible studies. Results: Twenty-five studies (with 2,864 patients) showed that procalcitonin for bacterial pneumonia had an overall sensitivity of 0.64 (95% confidence interval: 0.53–0.74), specificity of 0.72 (95% confidence interval: 0.64–0.79), positive likelihood ratio of 2.3 (95% confidence interval: 1.8–3.0) and negative likelihood ratio of 0.50 (95% confidence interval: 0.38–0.66), and Area Under the Receiver Operating Characteristics of 0.74 (95% confidence interval: 0.70–0.78). Using a cut-off of 0.5 ng/ml, Procalcitonin had a sensitivity of 0.68 (95% confidence interval: 0.50–0.82), specificity of 0.60 (95% confidence interval: 0.47–0.72), and Area Under the Receiver Operating Characteristics of 0.68 (95% confidence interval: 0.64–0.72). Using a cut-off of 2 ng/ml, procalcitonin had a sensitivity of 0.59 (95% confidence interval: 0.40–0.76), specificity of 0.71 (95% confidence interval: 0.58–0.81), and AUROC curve of 0.71 (95% confidence interval: 0.67–0.75). Elevated procalcitonin was not associated with increased odds of bacterial pneumonia (odds ratio: 1.36, 95% confidence interval: 0.81–1.92, p = .18). Quality assessment found minimal concerns for bias or applicability. Conclusions: Given the moderate diagnostic accuracy of procalcitonin for bacterial pneumonia, we recommend that procalcitonin be used in conjunction with other findings for management and disposition of children with pneumonia.",Pneumonia | procalcitonin | diagnostic accuracy | meta-analysis,Figshare,2020,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://tandf.figshare.com/articles/dataset/Diagnostic_accuracy_of_procalcitonin_for_bacterial_pneumonia_in_children_a_systematic_review_and_meta-analysis/12845294,https://api.figshare.com/v2/articles/12845294,"""diagnostic test accuracy""",files_enumerated,True,True,7
Figshare,13085250,10.1371/journal.pmed.1003190.t001,10.1371/journal.pmed.1003190,Universal third-trimester ultrasonic screening using fetal macrosomia in the prediction of adverse perinatal outcome: A systematic review and meta-analysis of diagnostic test accuracy,Summary diagnostic performance of suspected LGA to predict adverse perinatal outcome.,test accuracy Background | screening | macrosomia | Excerpta Medica database | QUADAS | centile | EMBASE | ROC | EFW | predefined literature search | Diagnostic Accuracy Studies | CI | Adverse perinatal outcomes | morbidity | RCT | shoulder dystocia | LR | AC | mixed-risk populations | LGA | 29 retrospective cohort studies,Figshare,2020,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Summary_diagnostic_performance_of_suspected_LGA_to_predict_adverse_perinatal_outcome_/13085250,https://api.figshare.com/v2/articles/13085250,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,13201159,10.6084/m9.figshare.13201159.v1,10.1080/2000656X.2020.1838295,The role of ultrasonography in the assessment of ulnar collateral ligament injury of the thumb – a diagnostic test accuracy meta-analysis,"The accurate diagnosis of ulnar collateral ligament (UCL) injuries of the thumb is important in identifying patients requiring surgery. Stener lesion, the most severe form of such injuries, is debilitating and leads to chronic instability if misdiagnosed. We evaluated the diagnostic accuracy of ultrasonography (USS) in UCL injuries. A systematic review of existing literature was performed with a meta-analysis using a bivariate mixed-effects model to estimate summary sensitivity and specificity. All observational studies were assessed, with participants of any age, who sustained UCL injuries of the thumb. A hierarchical model was used to generate a hierarchical summary receiver operating characteristic (HSROC) curves. We identified 17 studies reporting a total of 593 UCL injuries. Pooled estimates for sensitivity and specificity were 0.96 (95% CI 0.89–0.99) and 0.90 (95% CI 0.81–0.94), respectively for the diagnosis of Stener lesions; 0.81 (95% CI 0.66–0.93) and 0.87 (95% CI 0.67–0.96), respectively for non-displaced complete ruptures and 0.82 (95% CI 0.66–0.92) and 0.94 (95% CI 0.85–0.98), respectively for complete ruptures without Stener lesion. The area under the curve (AUC) for Stener diagnosis using USS was 0.98, suggesting excellent diagnostic accuracy. Our meta-analysis suggests that USS is a reliable and accurate method of diagnosis for UCL injuries. Moreover, it has excellent diagnostic accuracy for Stener lesions and may be used in the diagnostic work-up of UCL injuries with magnetic resonance imaging being reserved for ambiguous cases.",Ultrasonography | ulnar collateral ligament | thumb | ligament injury | diagnostic test,Figshare,2020,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://tandf.figshare.com/articles/dataset/The_role_of_ultrasonography_in_the_assessment_of_ulnar_collateral_ligament_injury_of_the_thumb_a_diagnostic_test_accuracy_meta-analysis/13201159,https://api.figshare.com/v2/articles/13201159,"""diagnostic accuracy"" AND ""meta-analysis"" | ""diagnostic test accuracy""",files_enumerated,True,True,2
Figshare,14204924,10.3389/fcvm.2021.630846.s002,10.3389/fcvm.2021.630846,Vasodilator Myocardial Perfusion Cardiac Magnetic Resonance Imaging Is Superior to Dobutamine Stress Echocardiography in the Detection of Relevant Coronary Artery Stenosis: A Systematic Review and Meta-Analysis on Their Diagnostic Accuracy,"Objectives: Guideline recommendations for patients with either a high or a low risk of obstructive coronary artery disease (CAD) are clear. However, the evidence for initial risk stratification in patients with an intermediate risk of CAD is still unclear, despite the availability of multiple non-invasive assessment strategies. The aim of this study was to synthesize the evidence for this population to provide more informed recommendations. Background: A meta-analysis was performed to systematically assess the diagnostic accuracy of vasodilator myocardial perfusion cardiovascular magnetic resonance imaging (pCMR) and dobutamine stress echocardiography (DSE) for the detection of relevant CAD. In contrast to previous work, this meta-analysis follows rigorous selection criteria in regards to the risk stratification and a narrowly prespecified definition of their invasive reference tests, resulting in unprecedentedly informative results for this reference group. Data Collection and Analysis: From the 5,634 studies identified, 1,306 relevant articles were selected after title screening and further abstract screening left 865 studies for full-text review. Of these, 47 studies fulfilled all inclusion criteria resulting in a total sample size of 4,742 patients. Results: pCMR studies showed a superior sensitivity [0.88 (95% confidence interval (CI): 0.85–0.90) vs. 0.72 (95% CI: 0.61–0.81)], diagnostic odds ratio (DOR) [38 (95% CI: 29–49) vs. 20 (95% CI: 9–46)] and an augmented post-test probability [negative likelihood ratio (LR) of 0.14 (95% CI: 0.12–0.18) vs. 0.31 (95% CI: 0.21, 0.46)] as compared to DSE. Specificity was statistically indifferent [0.84 (95% CI: 0.81–0.87) vs. 0.89 (95% CI: 0.83–0.93)]. Conclusion: The results of this systematic review and meta-analysis suggest that pCMR has a superior diagnostic test accuracy for relevant CAD compared to DSE. In patients with intermediate risk of CAD only pCMR can reliably rule out relevant stenosis. In this risk cohort, pCMR can be offered for initial risk stratification and guidance of further invasive treatment as it also rules in relevant CAD.",meta-analysis | systematic (literature) review | dobutamine stress echocardiography | diagnostic test accuracy | cardiac imaging | coronary artery disease | cardiac MR | myocardial perfusion MR,Figshare,2021,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://frontiersin.figshare.com/articles/dataset/Table_1_Vasodilator_Myocardial_Perfusion_Cardiac_Magnetic_Resonance_Imaging_Is_Superior_to_Dobutamine_Stress_Echocardiography_in_the_Detection_of_Relevant_Coronary_Artery_Stenosis_A_Systematic_Review_and_Meta-Analysis_on_Their_Diagnostic_Ac/14204924,https://api.figshare.com/v2/articles/14204924,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,14233312,10.1371/journal.pntd.0009244.t001,10.1371/journal.pntd.0009244,Diagnostic test accuracy for detecting Schistosoma japonicum and S. mekongi in humans: A systematic review and meta-analysis,Characteristics of studies included in meta-analysis for S . japonicum .,Schistosoma japonicum | polymerase chain reaction | Diagnostic test accuracy | index tests performance | detection accuracy | MEDLINE | IHA | HSROC | PCR | sensitivity | stool examination test | EMBASE | review | HTA | enzyme-linked immunosorbent assay | BIOSIS Citation Index | schistosomiasis elimination programmes | PLUS | ELISA | CI | Kato Katz stool examination technique | infection | CINAHL | mekongi,Figshare,2021,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Characteristics_of_studies_included_in_meta-analysis_for_i_S_i_i_japonicum_i_/14233312,https://api.figshare.com/v2/articles/14233312,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,14233315,10.1371/journal.pntd.0009244.t002,10.1371/journal.pntd.0009244,Diagnostic test accuracy for detecting Schistosoma japonicum and S. mekongi in humans: A systematic review and meta-analysis,Characteristics of included studies for S . mekongi .,Schistosoma japonicum | polymerase chain reaction | Diagnostic test accuracy | index tests performance | detection accuracy | MEDLINE | IHA | HSROC | PCR | sensitivity | stool examination test | EMBASE | review | HTA | enzyme-linked immunosorbent assay | BIOSIS Citation Index | schistosomiasis elimination programmes | PLUS | ELISA | CI | Kato Katz stool examination technique | infection | CINAHL | mekongi,Figshare,2021,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Characteristics_of_included_studies_for_i_S_i_i_mekongi_i_/14233315,https://api.figshare.com/v2/articles/14233315,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,14233318,10.1371/journal.pntd.0009244.t003,10.1371/journal.pntd.0009244,Diagnostic test accuracy for detecting Schistosoma japonicum and S. mekongi in humans: A systematic review and meta-analysis,Summary estimates of diagnostic accuracy for S . japonicum (stool examination as a reference standard).,Schistosoma japonicum | polymerase chain reaction | Diagnostic test accuracy | index tests performance | detection accuracy | MEDLINE | IHA | HSROC | PCR | sensitivity | stool examination test | EMBASE | review | HTA | enzyme-linked immunosorbent assay | BIOSIS Citation Index | schistosomiasis elimination programmes | PLUS | ELISA | CI | Kato Katz stool examination technique | infection | CINAHL | mekongi,Figshare,2021,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Summary_estimates_of_diagnostic_accuracy_for_i_S_i_i_japonicum_i_stool_examination_as_a_reference_standard_/14233318,https://api.figshare.com/v2/articles/14233318,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,14457654,10.3389/fmed.2021.637069.s008,10.3389/fmed.2021.637069,Comparative Analysis of Diagnostic Techniques for Melanoma Detection: A Systematic Review of Diagnostic Test Accuracy Studies and Meta-Analysis,"Melanoma has the highest mortality rate among skin cancers, and early-diagnosis is essential to maximize survival rate. The current procedure for melanoma diagnosis is based on dermoscopy, i.e., a qualitative visual inspection of lesions with intrinsic limited diagnostic reliability and reproducibility. Other non-invasive diagnostic techniques may represent valuable solutions to retrieve additional objective information of a lesion. This review aims to compare the diagnostic performance of non-invasive techniques, alternative to dermoscopy, for melanoma detection in clinical settings. A systematic review of the available literature was performed using PubMed, Scopus and Google scholar databases (2010-September 2020). All human, in-vivo, non-invasive studies using techniques, alternative to dermoscopy, for melanoma diagnosis were included with no restriction on the recruited population. The reference standard was histology but dermoscopy was accepted only in case of benign lesions. Attributes of the analyzed studies were compared, and the quality was evaluated using CASP Checklist. For studies in which the investigated technique was implemented as a diagnostic tool (DTA studies), the QUADAS-2 tool was applied. For DTA studies that implemented a melanoma vs. other skin lesions classification task, a meta-analysis was performed reporting the SROC curves. Sixty-two references were included in the review, of which thirty-eight were analyzed using QUADAS-2. Study designs were: clinical trials (13), retrospective studies (10), prospective studies (8), pilot studies (10), multitiered study (1); the remain studies were proof of concept or had undefined study type. Studies were divided in categories based on the physical principle employed by each diagnostic technique. Twenty-nine out of thirty-eight DTA studies were included in the meta-analysis. Heterogeneity of studies' types, testing strategy, and diagnostic task limited the systematic comparison of the techniques. Based on the SROC curves, spectroscopy achieved the best performance in terms of sensitivity (93%, 95% CI 92.8–93.2%) and specificity (85.2%, 95%CI 84.9–85.5%), even though there was high concern regarding robustness of metrics. Reflectance-confocal-microscopy, instead, demonstrated higher robustness and a good diagnostic performance (sensitivity 88.2%, 80.3–93.1%; specificity 65.2%, 55–74.2%). Best practice recommendations were proposed to reduce bias in future DTA studies. Particular attention should be dedicated to widen the use of alternative techniques to conventional dermoscopy.",melanoma | diagnosis | non-invasive technique | diagnostic performance | skin cancer | meta-analysis,Figshare,2021,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://frontiersin.figshare.com/articles/dataset/Table_1_Comparative_Analysis_of_Diagnostic_Techniques_for_Melanoma_Detection_A_Systematic_Review_of_Diagnostic_Test_Accuracy_Studies_and_Meta-Analysis_DOC/14457654,https://api.figshare.com/v2/articles/14457654,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,14457657,10.3389/fmed.2021.637069.s009,10.3389/fmed.2021.637069,Comparative Analysis of Diagnostic Techniques for Melanoma Detection: A Systematic Review of Diagnostic Test Accuracy Studies and Meta-Analysis,"Melanoma has the highest mortality rate among skin cancers, and early-diagnosis is essential to maximize survival rate. The current procedure for melanoma diagnosis is based on dermoscopy, i.e., a qualitative visual inspection of lesions with intrinsic limited diagnostic reliability and reproducibility. Other non-invasive diagnostic techniques may represent valuable solutions to retrieve additional objective information of a lesion. This review aims to compare the diagnostic performance of non-invasive techniques, alternative to dermoscopy, for melanoma detection in clinical settings. A systematic review of the available literature was performed using PubMed, Scopus and Google scholar databases (2010-September 2020). All human, in-vivo, non-invasive studies using techniques, alternative to dermoscopy, for melanoma diagnosis were included with no restriction on the recruited population. The reference standard was histology but dermoscopy was accepted only in case of benign lesions. Attributes of the analyzed studies were compared, and the quality was evaluated using CASP Checklist. For studies in which the investigated technique was implemented as a diagnostic tool (DTA studies), the QUADAS-2 tool was applied. For DTA studies that implemented a melanoma vs. other skin lesions classification task, a meta-analysis was performed reporting the SROC curves. Sixty-two references were included in the review, of which thirty-eight were analyzed using QUADAS-2. Study designs were: clinical trials (13), retrospective studies (10), prospective studies (8), pilot studies (10), multitiered study (1); the remain studies were proof of concept or had undefined study type. Studies were divided in categories based on the physical principle employed by each diagnostic technique. Twenty-nine out of thirty-eight DTA studies were included in the meta-analysis. Heterogeneity of studies' types, testing strategy, and diagnostic task limited the systematic comparison of the techniques. Based on the SROC curves, spectroscopy achieved the best performance in terms of sensitivity (93%, 95% CI 92.8–93.2%) and specificity (85.2%, 95%CI 84.9–85.5%), even though there was high concern regarding robustness of metrics. Reflectance-confocal-microscopy, instead, demonstrated higher robustness and a good diagnostic performance (sensitivity 88.2%, 80.3–93.1%; specificity 65.2%, 55–74.2%). Best practice recommendations were proposed to reduce bias in future DTA studies. Particular attention should be dedicated to widen the use of alternative techniques to conventional dermoscopy.",melanoma | diagnosis | non-invasive technique | diagnostic performance | skin cancer | meta-analysis,Figshare,2021,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://frontiersin.figshare.com/articles/dataset/Table_2_Comparative_Analysis_of_Diagnostic_Techniques_for_Melanoma_Detection_A_Systematic_Review_of_Diagnostic_Test_Accuracy_Studies_and_Meta-Analysis_DOC/14457657,https://api.figshare.com/v2/articles/14457657,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,14473686,10.3389/fmed.2021.637069.s008,10.3389/fmed.2021.637069,Comparative Analysis of Diagnostic Techniques for Melanoma Detection: A Systematic Review of Diagnostic Test Accuracy Studies and Meta-Analysis,"Melanoma has the highest mortality rate among skin cancers, and early-diagnosis is essential to maximize survival rate. The current procedure for melanoma diagnosis is based on dermoscopy, i.e., a qualitative visual inspection of lesions with intrinsic limited diagnostic reliability and reproducibility. Other non-invasive diagnostic techniques may represent valuable solutions to retrieve additional objective information of a lesion. This review aims to compare the diagnostic performance of non-invasive techniques, alternative to dermoscopy, for melanoma detection in clinical settings. A systematic review of the available literature was performed using PubMed, Scopus and Google scholar databases (2010-September 2020). All human, in-vivo, non-invasive studies using techniques, alternative to dermoscopy, for melanoma diagnosis were included with no restriction on the recruited population. The reference standard was histology but dermoscopy was accepted only in case of benign lesions. Attributes of the analyzed studies were compared, and the quality was evaluated using CASP Checklist. For studies in which the investigated technique was implemented as a diagnostic tool (DTA studies), the QUADAS-2 tool was applied. For DTA studies that implemented a melanoma vs. other skin lesions classification task, a meta-analysis was performed reporting the SROC curves. Sixty-two references were included in the review, of which thirty-eight were analyzed using QUADAS-2. Study designs were: clinical trials (13), retrospective studies (10), prospective studies (8), pilot studies (10), multitiered study (1); the remain studies were proof of concept or had undefined study type. Studies were divided in categories based on the physical principle employed by each diagnostic technique. Twenty-nine out of thirty-eight DTA studies were included in the meta-analysis. Heterogeneity of studies' types, testing strategy, and diagnostic task limited the systematic comparison of the techniques. Based on the SROC curves, spectroscopy achieved the best performance in terms of sensitivity (93%, 95% CI 92.8–93.2%) and specificity (85.2%, 95%CI 84.9–85.5%), even though there was high concern regarding robustness of metrics. Reflectance-confocal-microscopy, instead, demonstrated higher robustness and a good diagnostic performance (sensitivity 88.2%, 80.3–93.1%; specificity 65.2%, 55–74.2%). Best practice recommendations were proposed to reduce bias in future DTA studies. Particular attention should be dedicated to widen the use of alternative techniques to conventional dermoscopy.",melanoma | diagnosis | non-invasive technique | diagnostic performance | skin cancer | meta-analysis,Figshare,2021,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://frontiersin.figshare.com/articles/dataset/Table_1_Comparative_Analysis_of_Diagnostic_Techniques_for_Melanoma_Detection_A_Systematic_Review_of_Diagnostic_Test_Accuracy_Studies_and_Meta-Analysis_DOC/14473686,https://api.figshare.com/v2/articles/14473686,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,14473692,10.3389/fmed.2021.637069.s009,10.3389/fmed.2021.637069,Comparative Analysis of Diagnostic Techniques for Melanoma Detection: A Systematic Review of Diagnostic Test Accuracy Studies and Meta-Analysis,"Melanoma has the highest mortality rate among skin cancers, and early-diagnosis is essential to maximize survival rate. The current procedure for melanoma diagnosis is based on dermoscopy, i.e., a qualitative visual inspection of lesions with intrinsic limited diagnostic reliability and reproducibility. Other non-invasive diagnostic techniques may represent valuable solutions to retrieve additional objective information of a lesion. This review aims to compare the diagnostic performance of non-invasive techniques, alternative to dermoscopy, for melanoma detection in clinical settings. A systematic review of the available literature was performed using PubMed, Scopus and Google scholar databases (2010-September 2020). All human, in-vivo, non-invasive studies using techniques, alternative to dermoscopy, for melanoma diagnosis were included with no restriction on the recruited population. The reference standard was histology but dermoscopy was accepted only in case of benign lesions. Attributes of the analyzed studies were compared, and the quality was evaluated using CASP Checklist. For studies in which the investigated technique was implemented as a diagnostic tool (DTA studies), the QUADAS-2 tool was applied. For DTA studies that implemented a melanoma vs. other skin lesions classification task, a meta-analysis was performed reporting the SROC curves. Sixty-two references were included in the review, of which thirty-eight were analyzed using QUADAS-2. Study designs were: clinical trials (13), retrospective studies (10), prospective studies (8), pilot studies (10), multitiered study (1); the remain studies were proof of concept or had undefined study type. Studies were divided in categories based on the physical principle employed by each diagnostic technique. Twenty-nine out of thirty-eight DTA studies were included in the meta-analysis. Heterogeneity of studies' types, testing strategy, and diagnostic task limited the systematic comparison of the techniques. Based on the SROC curves, spectroscopy achieved the best performance in terms of sensitivity (93%, 95% CI 92.8–93.2%) and specificity (85.2%, 95%CI 84.9–85.5%), even though there was high concern regarding robustness of metrics. Reflectance-confocal-microscopy, instead, demonstrated higher robustness and a good diagnostic performance (sensitivity 88.2%, 80.3–93.1%; specificity 65.2%, 55–74.2%). Best practice recommendations were proposed to reduce bias in future DTA studies. Particular attention should be dedicated to widen the use of alternative techniques to conventional dermoscopy.",melanoma | diagnosis | non-invasive technique | diagnostic performance | skin cancer | meta-analysis,Figshare,2021,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://frontiersin.figshare.com/articles/dataset/Table_2_Comparative_Analysis_of_Diagnostic_Techniques_for_Melanoma_Detection_A_Systematic_Review_of_Diagnostic_Test_Accuracy_Studies_and_Meta-Analysis_DOC/14473692,https://api.figshare.com/v2/articles/14473692,"""diagnostic test accuracy""",files_enumerated,True,True,1
